workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
34,11554,free_class_elicitation,3,negative,negative,Claire is helping a friend move and picks up a piece of clothing.,piece of clothing,light,shirts,
34,6594,free_class_elicitation,4,positive,neither-nor,Josh steps outside during dusk.,dusk,light,times,0.21884584426879883
34,10700,free_class_elicitation,5,positive,positive,Melinda is at the zoo watching a snake travel.,snake,fast,snakes,0.7458169460296631
34,9289,free_class_elicitation,6,negative,positive,Jennifer is at the butchershop and looks at the price of a piece of steak.,steak,cheap,cuts,0.22506915032863617
34,9052,free_class_elicitation,7,negative,neither-nor,Stephen is walking outside and hears the cry of a parrot.,parrot,quiet,birds,0.4827500581741333
34,13459,free_class_elicitation,8,positive,neither-nor,The waitress brings Julia her food at the diner. Julia takes the first bite of her fruit.,fruit,warm,fruits,0.8687760829925537
34,7890,free_class_elicitation,9,positive,negative,Laura steps outside on a day in Winter.,Winter,warm,days,
34,11072,free_class_elicitation,10,positive,positive,Cameron lifts up an adult named Allen.,adult,heavy,adults,0.7610254883766174
34,4309,free_class_elicitation,11,negative,negative,Kim hears somebody playing the violin.,violin,quiet,music,0.51483553647995
34,15741,free_class_elicitation,12,negative,negative,Maya is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,styrofoam,1.0
34,18602,free_class_elicitation,13,negative,positive,Alicia is sitting in a gymnasium.,gymnasium,quiet,gyms,0.4480839967727661
34,6571,free_class_elicitation,14,positive,neither-nor,Greg sees a monkey at the zoo.,monkey,tall,monkeys,0.726420521736145
34,5443,free_class_elicitation,15,positive,negative,Lee is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
34,5645,free_class_elicitation,16,negative,positive,Tanya sees a basketball player.,basketball player,short,players,
34,17502,free_class_elicitation,17,negative,neither-nor,Daniel looks at the price of a bottle of wine.,bottle of wine,cheap,wines,
34,6866,free_class_elicitation,18,negative,neither-nor,Simon is looking for a place to live and checks out a townhouse.,townhouse,small,houses,0.4400395452976227
35,12961,free_class_elicitation,1,negative,neither-nor,The mailman drops off a package for Robert. Robert picks it up.,package,light,packages.,
35,15327,free_class_elicitation,2,positive,negative,Melinda is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,long,shows.,
35,14749,free_class_elicitation,3,positive,positive,Gary hears somebody playing the drums.,drums,loud,sounds,0.5546292662620544
35,9030,free_class_elicitation,4,positive,positive,Gabriel is at the butchershop and looks at the price of a piece of steak.,steak,expensive,foods,0.3903997242450714
35,8688,free_class_elicitation,5,positive,negative,Anthony sees a penguin at the zoo.,penguin,tall,penguins,0.3877726197242737
35,7593,free_class_elicitation,6,negative,neither-nor,Alicia is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
35,14576,free_class_elicitation,7,positive,positive,The waitress brings Natalia her food at the diner. Natalia takes the first bite of her burger.,burger,warm,items,0.17290979623794556
35,11157,free_class_elicitation,8,negative,negative,Julia is visiting a friend and sees their pet mouse.,mouse,small,animals,0.5146914720535278
35,17602,free_class_elicitation,9,positive,neither-nor,David is walking outside and hears the cry of a parrot.,parrot,loud,animals,0.4041670560836792
35,8032,free_class_elicitation,10,negative,positive,Claire sees a basketball player.,basketball player,short,players,
35,21551,free_class_elicitation,11,positive,negative,Veronica steps outside during the evening.,the evening,light,days,
35,7248,free_class_elicitation,12,negative,negative,Stephen is looking for a place to live and checks out an apartment.,apartment,small,apartments,0.7545885443687439
35,5703,free_class_elicitation,13,negative,negative,William is sitting in a library.,library,quiet,rooms,0.5171043872833252
35,18478,free_class_elicitation,14,negative,positive,Kathleen lifts up an adult named Allen.,adult,light,people,0.46134981513023376
35,12725,free_class_elicitation,15,negative,positive,Kim looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,expensive liquors,
35,8566,free_class_elicitation,16,positive,neither-nor,Tom takes a first sip from a cup of tea.,tea,hot,beverages,0.5071244239807129
35,12567,free_class_elicitation,17,negative,neither-nor,Maya is working in the machine shop and picks up a piece of plastic.,plastic,light,objects,0.44546350836753845
35,8771,free_class_elicitation,18,positive,neither-nor,Laura is at the zoo watching an eel travel.,eel,fast,sealife,0.07785642892122269
36,20810,free_class_elicitation,1,positive,neither-nor,Natalia is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,shows,0.6493508219718933
36,14680,free_class_elicitation,2,positive,positive,Angela takes a first sip from a cup of coffee.,coffee,hot,beverages,0.5657267570495605
36,9564,free_class_elicitation,3,positive,neither-nor,Melinda sees a baseball player.,baseball player,tall,players,
36,11723,free_class_elicitation,4,positive,positive,Mika steps outside during the morning.,the morning,light,times of the day,
36,19495,free_class_elicitation,5,negative,neither-nor,Alicia is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
36,10992,free_class_elicitation,6,positive,negative,Alexander steps outside on a day in Winter.,Winter,warm,winter days,
36,16470,free_class_elicitation,7,negative,negative,Maya is at the butchershop and looks at the price of a piece of pork.,pork,cheap,stores in the area,
36,14230,free_class_elicitation,8,positive,neither-nor,Jennifer lifts up a kid named Allen.,kid,heavy,children ,
36,13421,free_class_elicitation,9,positive,negative,The mailman drops off an envelope for Charles. Charles picks it up.,envelope,heavy,mail,0.4889798164367676
36,7268,free_class_elicitation,10,positive,negative,Kim sees a child named Pat.,child,tall,children ,
36,22915,free_class_elicitation,11,negative,positive,The waitress brings Josh his food at the diner. Josh takes the first bite of his burger.,burger,cold,foods,0.5431130528450012
36,19824,free_class_elicitation,12,negative,positive,Simon is walking outside and hears the cry of a rooster.,rooster,quiet,rooster&quotechars he has heard,
36,9719,free_class_elicitation,13,negative,negative,Eric is looking for a place to live and checks out an apartment.,apartment,small,other places he has seen,
36,13613,free_class_elicitation,14,negative,negative,Jasmine is helping a friend move and picks up a piece of clothing.,piece of clothing,light,clothing,
36,13162,free_class_elicitation,15,negative,positive,John is working in the machine shop and picks up a piece of steel.,steel,light,materials ,
36,10159,free_class_elicitation,16,negative,neither-nor,Veronica looks at the price of a bottle of wine.,bottle of wine,cheap,bottles ,
36,10980,free_class_elicitation,17,negative,neither-nor,Monica sees a monkey at the zoo.,monkey,short,kinds of apes,
36,9146,free_class_elicitation,18,positive,positive,Claire is visiting a friend and sees their pet dog.,dog,large,dogs,0.8344309329986572
37,21473,free_class_elicitation,1,negative,neither-nor,Melinda looks at the price of a bottle of wine.,bottle of wine,cheap,bottles,
37,15480,free_class_elicitation,2,negative,positive,Jennifer is at the butchershop and looks at the price of a piece of steak.,steak,cheap,steaks,0.8130353093147278
37,9152,free_class_elicitation,3,positive,positive,Lucas sees a giraffe at the zoo.,giraffe,tall,animals,0.31947097182273865
37,23229,free_class_elicitation,4,negative,neither-nor,Mika is at the zoo watching an eel travel.,eel,slow,fish,0.41933712363243103
37,12021,free_class_elicitation,5,positive,negative,Gabriel is helping a friend move and picks up a piece of clothing.,piece of clothing,heavy,clothes,
37,8636,free_class_elicitation,6,negative,negative,Charles sees a jockey.,jockey,short,people,0.10459363460540771
37,7733,free_class_elicitation,7,positive,positive,Eric lifts up an adult named Allen.,adult,heavy,adults,0.7610254883766174
37,11983,free_class_elicitation,8,positive,negative,John is sitting in a library.,library,loud,libraries,0.7932377457618713
37,8353,free_class_elicitation,9,positive,positive,Greg hears somebody playing the drums.,drums,loud,noises,0.43970635533332825
37,23097,free_class_elicitation,10,positive,neither-nor,Tanya steps outside during dusk.,dusk,light,days,0.4569459557533264
37,10898,free_class_elicitation,11,negative,positive,Josh is working in the machine shop and picks up a piece of steel.,steel,light,metals,0.5629696249961853
37,12012,free_class_elicitation,12,negative,neither-nor,Lee steps outside on a day in Fall.,Fall,cold,days,
37,14849,free_class_elicitation,13,negative,positive,Maya is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
37,8471,free_class_elicitation,14,negative,negative,Sophie is visiting a friend and sees their pet mouse.,mouse,small,mice,0.6706715226173401
37,9313,free_class_elicitation,15,positive,neither-nor,The mailman drops off a package for Veronica. Veronica picks it up.,package,heavy,packages,0.7980517745018005
37,10175,free_class_elicitation,16,negative,negative,Simon is looking for a place to live and checks out an apartment.,apartment,small,apartments ,
37,11202,free_class_elicitation,17,positive,negative,Monica takes a first sip from a cup of water.,water,hot,water,1.0
37,14489,free_class_elicitation,18,positive,neither-nor,The waitress brings Stephanie her food at the diner. Stephanie takes the first bite of her fruit.,fruit,warm,fruits,0.8687760829925537
38,45750,free_class_elicitation,1,positive,negative,The waitress brings Michael his food at the diner. Michael takes the first bite of his ice cream.,ice cream,warm,It is warmer than ice cream should be,
38,48693,free_class_elicitation,2,positive,negative,Greg is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
38,58938,free_class_elicitation,3,negative,negative,John is looking for a place to live and checks out an apartment.,apartment,small,apartments,0.7545885443687439
38,6346,free_class_elicitation,4,positive,positive,Robert sees an adult named Pat.,adult,tall,adults,0.7610254883766174
38,6506,free_class_elicitation,5,positive,positive,Tanya takes a first sip from a cup of coffee.,coffee,hot,cups of coffee,
38,5465,free_class_elicitation,6,negative,neither-nor,The mailman drops off a package for Gabriel. Gabriel picks it up.,package,light,packages,0.7980517745018005
38,7835,free_class_elicitation,7,positive,negative,Anthony is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,long,Netflix TV shows,
38,5901,free_class_elicitation,8,negative,positive,Lee sees a giraffe at the zoo.,giraffe,short,giraffes,0.628443717956543
38,6466,free_class_elicitation,9,positive,neither-nor,Laura is at the zoo watching an eel travel.,eel,fast,eels,0.619676411151886
38,10498,free_class_elicitation,10,negative,neither-nor,William lifts up a kid named Allen.,kid,light,kids,0.7564833760261536
38,70643,free_class_elicitation,11,positive,neither-nor,Lucas sees a baseball player.,baseball player,tall,baseball players,
38,5327,free_class_elicitation,12,negative,negative,Angela steps outside on a day in Winter.,Winter,cold,Winter days,
38,4834,free_class_elicitation,13,negative,neither-nor,Kathleen is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
38,6966,free_class_elicitation,14,negative,positive,Stephanie is walking outside and hears the cry of a rooster.,rooster,quiet,rooster crys,
38,5227,free_class_elicitation,15,negative,negative,Sophie is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,pieces of styrofoam,
