stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
38,loudness,Cameron is in a forest and hears a owl.,birds,owl,low,quiet,negative,owl,animals,animals,0,0,birds
56,size,Lee sees his friend's new smartcar.,vehicles,smartcar,low,small,negative,smart,cars,cars,0,0,vehicles
75,temperature_h,Michael is in his kitchen and puts his hand in the pantry.,locations,pantry,medium,cold,negative,pantry,pots or pans,pots pans,0,0,locations
69,strength,Simon is watching a cyclist lift weights.,athletes,cyclist,medium,strong,positive,cyclist,people,people,0,0,athletes
37,loudness_n,Tom is on the sidewalk and hears a car drive by.,vehicles,car,medium,loud,positive,car,cars on the street,cars street,1,0,car
72,temperature,Lee takes the first bite of his salad.,food,salad,medium,warm,positive,salad,salads,salads,1,0,salad
31,loudness_n,Michael is at a friend's place and hears his pet cat.,pets,cat,medium,loud,positive,cat,cats,cats,1,0,cat
16,height,Charles is looking at an apartment building.,buildings,apartment building,medium,short,negative,apartment building,buildings,buildings,0,1,buildings
24,length_duration,Lucas sees a friend driving a limousine.,vehicles,limousine,high,short,negative,limo,limousines,limousines,1,0,limousine
38,loudness,Simon is in a forest and hears a woodpecker.,birds,woodpecker,medium,quiet,negative,woodpecker,woodpeckers,woodpeckers,1,0,woodpecker
18,height,Cameron is looking at a sunflower.,flowers,sunflower,high,tall,positive,sunflower,sunflowers,sunflowers,1,1,sunflower
26,length_duration,Gary is looking at a street on Google Maps.,roads,street,medium,short,negative,street,streets,streets,1,0,street
1,darkness,Alexander is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,seagulls,seagulls,1,0,seagull
81,weight,Robert is helping a friend move and picks up their couch.,furniture,couch,high,heavy,positive,couch,couches,couches,1,0,couch
71,strength,Natalia is examining the walls of a friend's new tent.,walls,tent,low,strong,positive,tent,walls,walls,0,1,walls
11,hardness,Julia steps onto the carpet floor of a room.,floors,carpet,low,hard,positive,carpet,carpets,carpets,1,0,carpet
46,price,Kim is clothing shopping and looks at a shirt.,clothes,shirt,low,expensive,positive,shirt,shirts,shirts,1,0,shirt
64,speed,Gabriel is at a friend's house and sees their pet cat come towards them.,pets,cat,medium,quick,positive,cat,cats,cats,1,0,cat
51,size,Jennifer is at a gardening store and looks at a tree.,plants,tree,high,big,positive,tree,trees,trees,1,0,tree
8,darkness,Eric is at a zoo and notices the fur color of a panther.,animals,panther,low,dark,negative,panther,panthers,panthers,1,0,panther
75,temperature_h,Monica is in her kitchen and puts her hand in the pantry.,locations,pantry,medium,warm,positive,pantry,pantry,pantry,1,0,pantry
34,loudness_n,Stephen is listening to a friend playing the horn.,instruments,horn,high,quiet,negative,horn,horns,horns,1,0,horn
36,loudness_n,Mika is planning to move and reads about a nearby village.,places,village,low,quiet,negative,village,places,places,0,1,places
45,price,Anthony wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,cheap,negative,metal,braclets,bracelets,0,1,bracelets
65,speed,Claire is taking a walk with an adult.,people,adult,high,quick,positive,adult,adults,adults,1,0,adult
23,length_duration,Stephanie thinks about reading her favorite story.,readings,story,medium,long,positive,story,stories,story,1,0,story
35,loudness,Tanya is in a room with an adult.,people,adult,low,quiet,negative,adult,adults,adults,1,0,adult
4,darkness,William steps outside during the day.,times of day,day,high,light,positive,day,days,days,1,0,day
76,temperature_h,John is spending his Saturday at a sauna.,places,sauna,high,cold,negative,sauna,saunas,saunas,1,0,sauna
12,hardness,Jasmine picks up a melon.,fruit,melon,high,soft,negative,melon,melons,melons,1,0,melon
87,width,Alicia is driving on a highway.,roads,highway,high,narrow,negative,highway,highways,highways,1,0,highway
80,weight,Greg is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,phone,cell phones,cell phones,1,0,cell phone
15,height,Maya is at a zoo and looks at a giraffe.,animals,giraffe,high,tall,positive,giraffe,animals,animals,0,1,animals
25,length_duration,Sophie thinks about watching her favorite sitcom.,entertainment,sitcom,low,long,positive,sitcom,sitcoms,sitcoms,1,0,sitcom
88,width,Kim is standing at the bank of a creek.,waterways,creek,low,wide,positive,creek,creeks,creeks,1,0,creek
44,price,Stephanie is shopping for spices and looks at garlic.,spices,garlic,medium,expensive,positive,garlic,garlic,garlic,1,0,garlic
59,speed,Claire is in the park and sees a walker.,people,walker,low,slow,negative,walker,people on the street,people street,0,1,people
45,price,William wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,expensive,positive,gold,bracelts,bracelets,0,1,bracelets
37,loudness_n,Julia is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,tractors,tractors,1,0,tractor
10,hardness,Maya is eating a jolly rancher.,candies,jolly rancher,high,hard,positive,jolly rancher,candy,candies,0,1,candies
42,price,Melinda is looking to rent a new place and checks out a house.,rentals,house,medium,cheap,negative,house,rentals,rentals,0,1,rentals
39,loudness_n,Monica is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,boats,boats,0,1,boats
55,size,Natalia is at an aquarium and sees a tuna.,fish,tuna,medium,big,positive,tuna,fish,fish,0,1,fish
22,length_duration,Lucas is at a friend's house and notices the size of his pet mouse.,pets,mouse,low,long,positive,mouse,mice,mouse,1,0,mouse
62,speed_f,Jennifer sees a truck on the highway.,vehicles,truck,low,fast,positive,truck,vehicles on the highway,vehicles highway,0,1,vehicles
1,darkness,Sophie is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,seagulls,seagulls,1,0,seagull
17,height,Angela sees a child.,people,child,low,short,negative,child,people,people,0,1,people
6,darkness,Gabriel is creating a flower bouquet and picks out a daisy.,flowers,daisy,high,light,positive,daisy,flowers,flowers,0,1,flowers
83,weight,Simon is at a craft shop and picks up a piece of silk.,materials,silk,low,heavy,positive,silk,silk,silk,1,0,silk
47,price,Michael is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,cheap,negative,strawberries,strawberries,strawberries,1,1,strawberries
84,weight,Veronica learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,light,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
11,hardness,Tom steps onto the wood floor of a room.,floors,wood,medium,soft,negative,wood,floors,floors,0,1,floors
18,height,Cameron is looking at a sunflower.,flowers,sunflower,high,tall,positive,sunflower,flowers,flowers,0,1,flowers
13,hardness,Alicia is at a hardware store and picks up a piece of cotton.,materials,cotton,low,hard,positive,cotton,cotton,cotton,1,0,cotton
75,temperature_h,Daniel is in his kitchen and puts his hand in the pantry.,locations,pantry,medium,warm,positive,pantry,pantries,pantry,1,0,pantry
26,length_duration,Jasmine is looking at an alley on Google Maps.,roads,alley,low,short,negative,alley,alleys,alleys,1,0,alley
16,height,Stephen is looking at a skyscraper.,buildings,skyscraper,high,short,negative,skyscraper,buildings,buildings,0,1,buildings
65,speed,Tanya is taking a walk with an adult.,people,adult,high,slow,negative,adult,people walking,people walking,0,1,people
72,temperature,Laura takes the first bite of her ice cream.,food,ice cream,low,cold,negative,ice cream,food,food,0,1,food
77,temperature_h,Charles is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,hot,positive,smoothie,smoothies,smoothies,1,0,smoothie
14,hardness,Gary is in his bedroom and sits on a pillow.,furniture,pillow,low,soft,negative,pillow,pillows,pillows,1,0,pillow
67,strength,Alexander watches an adult lift up a box.,people,adult,high,weak,negative,adult,people,people,0,1,people
23,length_duration,Kathleen thinks about reading her favorite novel.,readings,novel,high,long,positive,novel,novels,novels,1,0,novel
79,weight,Anthony lifts up an adult.,people,adult,high,light,negative,adult,adults,adults,1,0,adult
32,loudness_n,David is spending his Saturday night at a restaurant.,venues,restaurant,medium,quiet,negative,restaurant,restaurants,restaurants,1,0,restaurant
19,height,Lee sees a golfer.,people,golfer,medium,tall,positive,golfer,people,people,0,1,people
37,loudness_n,Lee is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,vehicles,vehicles,0,1,vehicles
10,hardness,Alexander is eating a piece of chocolate.,candies,piece of chocolate,medium,hard,positive,chocolate,chocolates,chocolates,1,0,piece of chocolate
90,width,Mika is attempting to move furniture through the front gate of her house.,doorways,front gate,high,narrow,negative,front gate,gates,gate,1,0,front gate
29,loudness,John is listening to a rap concert.,concerts,rap concert,medium,quiet,negative,rap,concerts,concerts,0,1,concerts
31,loudness_n,Simon is at a friend's place and hears his pet parrot.,pets,parrot,high,quiet,negative,parrot,parrots,parrots,1,0,parrot
3,darkness,Monica is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,dark,negative,cheesecake,cheesecakes,cheesecakes,1,1,cheesecake
58,size,Charles is taking a walk and sees a chihuahua.,dogs,chihuahua,low,small,negative,chihuahua,dogs,dogs,0,1,dogs
36,loudness_n,Melinda is planning to move and reads about a nearby town.,places,town,medium,noisy,positive,town,towns,towns,1,0,town
78,weight,Veronica is at the zoo and watches a monkey being lifted.,animals,monkey,medium,heavy,positive,monkey,animals,animals,0,1,animals
1,darkness,Alicia is going for a walk and notices the color of a seagull.,birds,seagull,high,light,positive,seagull,seagulls,seagulls,1,0,seagull
25,length_duration,Stephanie thinks about watching her favorite documentary.,entertainment,documentary,medium,long,positive,documentary,documentaries,documentary,1,0,documentary
88,width,Tom is standing at the bank of a river.,waterways,river,high,narrow,negative,river,rivers,rivers,1,0,river
43,price,Claire is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,shoes,shoes,0,1,shoes
83,weight,Sophie is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,pieces of wool,pieces of wool,1,0,wool
45,price,Angela wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,expensive,positive,gold,bracelets,bracelets,0,1,bracelets
26,length_duration,Robert is looking at an alley on Google Maps.,roads,alley,low,short,negative,alley,alleys,alleys,1,0,alley
48,price,Daniel is at the butchershop and looks at a piece of pork.,meat,pork,low,expensive,positive,pork,pieces of pork,pieces of pork,1,0,pork
35,loudness,Natalia is in a room with an adult.,people,adult,low,quiet,negative,adult,people,people,0,1,people
32,loudness_n,Michelle is spending her Saturday night at a library.,venues,library,low,noisy,positive,library,libraries,library,1,0,library
22,length_duration,Cameron is at a friend's house and notices the size of his pet hamster.,pets,hamster,medium,short,negative,hamster,hamsters,hamsters,1,0,hamster
54,size,Anthony is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,kumquats,kumquats,1,0,kumquat
84,weight,Jasmine learns about the weight of a friend's new bike.,vehicles,bike,low,light,negative,bike,bikes,bikes,1,0,bike
86,width,William is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,bear dens,bear dens,1,1,bear den
62,speed_f,David sees a car on the highway.,vehicles,car,medium,slow,negative,car,cars,cars,1,0,car
59,speed,Lucas is in the park and sees a jogger.,people,jogger,medium,fast,positive,jogger,joggers,joggers,1,0,jogger
5,darkness,Kim is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,writing,writing,0,1,scripts
40,loudness,Stephen wants to play music and tries out a bass guitar.,guitars,bass guitar,high,loud,positive,bass,guitars,guitars,0,1,guitars
18,height,Kim is looking at a sunflower.,flowers,sunflower,high,short,negative,sunflower,sunflowers,sunflowers,1,1,sunflower
74,temperature,Gary steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days in winter,days winter,1,0,winter
57,size,Laura is shopping at an appliances store and looks at an oven.,appliances,oven,medium,big,positive,oven,ovens,ovens,1,0,oven
23,length_duration,Tanya thinks about reading her favorite poem.,readings,poem,low,long,positive,poem,poems,poems,1,0,poem
16,height,Mika is looking at an apartment building.,buildings,apartment building,medium,tall,positive,apartment building,apartment buildings,apartment buildings,1,1,apartment building
27,length_duration,Lucas looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,sprint,races,races,0,1,races
7,darkness,Michael takes a walk and notices the coat of a poodle.,dogs,poodle,high,dark,negative,poodle,dogs's coats,dogs's coats,0,1,dogs
